gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height,face_aspect_ratio,eye_to_face_ratio,mouth_to_face_ratio
0,1,1,0,0,0,0,74.76995086669922,58.64115905761719,169.06590270996094,182.83741760253903,1.0814564892851497,0.4422532850693729,0.3468538488107702
1,0,0,1,0,0,0,75.57562255859375,60.908695220947266,159.66781616210938,195.2989959716797,1.223158183446276,0.4733303453080517,0.3814713364596105
1,0,0,0,0,1,0,79.10224914550781,66.9264907836914,169.8516387939453,186.104248046875,1.0956870912069707,0.4657137823761025,0.3940291142252854
1,0,0,0,0,1,0,75.35354614257812,66.13658142089844,160.01998901367188,190.974365234375,1.19344068457634,0.4709008331211673,0.4133019995098726
1,0,1,0,0,0,0,74.10517883300781,66.01046752929688,157.7005157470703,190.68614196777344,1.2091662545581492,0.4699108210391791,0.4185811772180154
1,0,0,0,0,1,0,77.49917602539062,64.73583221435547,172.00970458984375,191.0314483642578,1.1105852941249523,0.4505511837845836,0.3763498830994317
0,1,0,0,1,0,0,79.6787338256836,66.3714370727539,162.34877014160156,198.39944458007812,1.2220569604995033,0.4907874186924073,0.4088200792335189
0,1,0,1,0,0,0,81.13140869140625,68.7863540649414,168.02493286132812,192.2852020263672,1.14438493592532,0.4828533915163914,0.4093818274083832
1,0,0,0,1,0,0,80.44300079345703,66.50920867919922,158.25433349609375,189.4171600341797,1.1969161023881545,0.5083146793919715,0.4202678511855152
1,0,0,0,1,0,0,83.50855255126953,62.9423713684082,193.53839111328125,188.5467071533203,0.97420830083764,0.4314831391896328,0.325219048305341
0,1,0,0,0,1,0,77.54778289794922,65.55696105957031,164.97532653808594,211.8470458984375,1.284113511662187,0.4700568535019487,0.3973743373342312
1,0,1,0,0,0,0,81.038330078125,68.0677261352539,160.21046447753906,192.04725646972656,1.198718554970864,0.5058242003254805,0.4248644204186597
1,0,0,0,1,0,0,81.91517639160156,60.945411682128906,190.12939453125,183.3091583251953,0.9641284493496154,0.4308390956251525,0.3205470244744918
1,0,0,1,0,0,0,70.08424377441406,59.438270568847656,155.91000366210938,188.2717132568359,1.207566601466198,0.4495172992638865,0.3812344889534043
0,1,1,0,0,0,0,82.2238540649414,68.85737609863281,167.2202911376953,198.74053955078125,1.1884953566258951,0.491709788958777,0.4117764395107596
1,0,1,0,0,0,0,83.79913330078125,69.5860595703125,188.3087158203125,188.1346740722656,0.9990757637144476,0.4450093185317235,0.3695318045539259
0,1,1,0,0,0,0,81.69532775878906,71.4638671875,171.2644500732422,198.6935272216797,1.160156279582291,0.477012758478783,0.4172720442388253
0,1,0,0,0,0,1,76.29304504394531,63.10606002807617,164.5986328125,145.25070190429688,0.88245387839738,0.4635095914244522,0.3833935856561
0,1,0,1,0,0,0,68.576904296875,59.668678283691406,147.1927490234375,191.31640625,1.299767872529758,0.4658986584043993,0.4053778374245212
0,1,1,0,0,0,0,77.81463623046875,66.27618408203125,166.50537109375,195.8560485839844,1.176274658873969,0.4673400967146917,0.3980423192757835
0,1,0,1,0,0,0,74.33387756347656,58.56645965576172,167.1414031982422,191.46221923828125,1.1455104215631884,0.4447364694869232,0.3504006699423094
1,0,0,1,0,0,0,74.98360443115234,57.950958251953125,172.5100860595703,187.85301208496097,1.0889392984250934,0.4346621472628527,0.3359279423925497
0,1,1,0,0,0,0,78.43988037109375,66.53809356689453,163.05728149414062,189.1426544189453,1.159976743668096,0.4810572067210162,0.4080657604320819
1,0,0,1,0,0,0,79.21236419677734,65.5683822631836,164.7974853515625,185.6697998046875,1.12665432611789,0.4806648841018028,0.397872468280123
0,1,1,0,0,0,0,76.55899810791016,64.57749938964844,162.4862060546875,189.0582733154297,1.1635342956546042,0.471172291893768,0.3974337327312189
1,0,0,0,0,1,0,76.05052185058594,63.08536529541016,159.77618408203125,190.8641357421875,1.194571874643065,0.4759815881667356,0.3948358490212864
0,1,0,1,0,0,0,58.26044845581055,43.22953414916992,151.72206115722656,192.83758544921875,1.270992392130667,0.3839945754193017,0.2849258296350984
0,1,0,0,0,1,0,77.37940216064453,73.53783416748047,160.44654846191406,200.86306762695312,1.2519002094621745,0.4822752680093485,0.4583322911738203
1,0,0,0,1,0,0,81.77281188964844,69.63495635986328,164.61741638183594,198.77944946289065,1.2075238078200343,0.4967445953590567,0.4230108690221606
0,1,0,0,1,0,0,75.43531036376953,62.160247802734375,145.50148010253906,201.0422515869141,1.3817196323036292,0.5184504673808686,0.4272138521129013
1,0,0,1,0,0,0,68.72074890136719,50.387237548828125,153.63983154296875,177.1514129638672,1.1530305076800538,0.447284719146206,0.3279568653701382
1,0,1,0,0,0,0,88.72561645507812,77.58567810058594,194.8982696533203,206.20065307617188,1.057991194293084,0.4552406576666936,0.3980829498311771
0,1,0,1,0,0,0,72.14546203613281,64.18717193603516,153.47288513183594,193.21534729003903,1.2589542910075848,0.4700860479306072,0.4182313499931746
1,0,1,0,0,0,0,68.43693542480469,58.26891326904297,152.8866729736328,190.1573181152344,1.2437795552528597,0.4476317921877172,0.3811248693932411
0,1,1,0,0,0,0,83.26333618164062,69.32223510742188,180.06997680664062,192.8456573486328,1.0709484211002631,0.4623943294614232,0.3849738659202482
0,1,1,0,0,0,0,81.63081359863281,68.46538543701172,163.22933959960938,194.0948181152344,1.1890927120782084,0.500098902555556,0.4194428869525093
1,0,0,0,0,1,0,72.79347229003906,57.85575485229492,157.9106903076172,189.53976440429688,1.200297231524128,0.4609787478493956,0.3663827619244098
1,0,1,0,0,0,0,82.27336883544922,76.9587631225586,173.6388702392578,194.12933349609375,1.1180062000438151,0.473818844375596,0.4432116093390653
1,0,0,1,0,0,0,81.73216247558594,72.24888610839844,175.0745086669922,204.34310913085935,1.1671779671793268,0.4668421639328888,0.4126750756492052
1,0,0,0,0,1,0,77.89737701416016,61.44195556640625,177.52130126953125,184.52178955078125,1.0394346381599644,0.4388058022168747,0.3461103266312739
0,1,1,0,0,0,0,75.87010955810547,67.18543243408203,165.224365234375,196.9703826904297,1.192138837459125,0.4591944381234679,0.4066315058240821
1,0,1,0,0,0,0,86.97068786621094,75.4257583618164,176.2277374267578,199.1879119873047,1.1302869508274165,0.493513048150873,0.4280016271170943
0,1,0,0,1,0,0,73.35105895996094,58.8186149597168,160.85406494140625,183.64166259765625,1.1416662840603422,0.4560099801436804,0.3656644610202574
1,0,0,1,0,0,0,75.83910369873047,63.21481704711914,162.83250427246094,193.5862579345703,1.1888674119428293,0.465749169906716,0.3882198909214365
0,1,0,0,1,0,0,69.16537475585938,52.65252304077149,161.3974609375,180.80755615234375,1.1202627048907552,0.4285406620036183,0.3262289427289119
0,1,0,1,0,0,0,72.07170104980469,66.21202087402344,148.06259155273438,196.84747314453125,1.3294882325115964,0.4867650923436352,0.4471893959146405
1,0,0,1,0,0,0,63.9597053527832,55.99991607666016,147.4730987548828,198.61117553710935,1.3467620685669857,0.4337042205852849,0.3797297035830137
0,1,0,0,0,1,0,78.07555389404297,62.5455322265625,162.7742919921875,177.4162139892578,1.089952300316398,0.4796553125096086,0.3842469929438515
1,0,1,0,0,0,0,72.22039794921875,61.41941452026367,153.75131225585938,194.2520294189453,1.2634170503578417,0.4697221564459621,0.3994724573020548
0,1,1,0,0,0,0,79.01311492919922,64.56336212158203,176.73048400878906,198.6142120361328,1.1238254291560443,0.4470825470339898,0.3653210281389327
0,1,0,1,0,0,0,81.0791244506836,62.56303405761719,184.5759735107422,197.44503784179688,1.06972231589127,0.4392723652407817,0.338955460278128
1,0,0,0,0,0,1,77.14875030517578,64.9308090209961,160.7422332763672,201.54116821289065,1.253815902049694,0.4799532066506284,0.4039436786308631
0,1,0,0,0,1,0,81.90890502929688,69.31395721435547,166.30642700195312,201.26593017578125,1.2102113779007324,0.4925179772417029,0.4167845973477708
0,1,0,0,0,1,0,80.71415710449219,70.41121673583984,173.3865966796875,193.26609802246097,1.1146541989026906,0.4655155510872771,0.4060937701310139
0,1,0,1,0,0,0,69.29303741455078,58.95564651489258,159.9792022705078,179.86337280273438,1.1242922220514924,0.4331377856065542,0.3685206931786349
0,1,0,1,0,0,0,79.6744155883789,61.204986572265625,175.53274536132812,180.42442321777344,1.027867608669687,0.4539005837592972,0.348681304142297
0,1,1,0,0,0,0,81.67534637451172,65.5152587890625,170.95082092285156,190.6686553955078,1.1153421455727008,0.4777710100109493,0.3832403871206263
0,1,0,1,0,0,0,82.50379943847656,74.54816436767578,168.67689514160156,190.8892364501953,1.1316857373379254,0.4891232991288815,0.4419583624959055
1,0,0,0,0,0,1,69.49408721923828,53.952354431152344,151.58387756347656,178.3209686279297,1.1763847943080676,0.4584530250595895,0.3559240949523771
0,1,1,0,0,0,0,71.49980926513672,49.352909088134766,166.5072479248047,187.4629821777344,1.1258547871885638,0.4294095912114667,0.2964009657430812
0,1,0,0,0,0,1,84.45283508300781,75.65003967285156,170.16812133789062,204.1954040527344,1.199962733603189,0.4962905767486019,0.4445605856025096
1,0,0,0,1,0,0,70.08637237548828,58.754539489746094,150.8964385986328,189.02523803710935,1.252681904175981,0.4644667099262029,0.3893699548869169
0,1,1,0,0,0,0,77.47783660888672,63.40894317626953,159.61949157714844,188.68634033203125,1.1821008729427884,0.4853908244121901,0.3972506274123938
1,0,1,0,0,0,0,76.70641326904297,70.06591033935547,166.52459716796875,198.38162231445312,1.1913052227014311,0.4606311294161026,0.4207541199975516
1,0,0,0,0,0,1,85.93925476074219,77.80377960205078,184.8703155517578,199.72425842285156,1.0803479067299753,0.4648623793617203,0.4208559896154242
1,0,0,0,0,1,0,75.09762573242188,63.996395111083984,163.64308166503906,198.03875732421875,1.2101871665408024,0.4589110946110094,0.3910730258800562
0,1,1,0,0,0,0,83.5472640991211,59.57779693603515,190.20030212402344,199.72311401367188,1.0500672805631976,0.4392593658691595,0.3132371309125808
0,1,0,1,0,0,0,66.3780517578125,46.35587692260742,150.98684692382812,183.8621368408203,1.217736117991639,0.4396280411849371,0.3070193057676981
0,1,0,0,0,1,0,81.31034088134766,72.49163055419922,177.89459228515625,196.76614379882812,1.1060827722262727,0.4570703349487498,0.407497662649569
1,0,0,0,0,0,1,80.6634292602539,72.02644348144531,165.05911254882812,195.04586791992188,1.1816728256201123,0.4886941897036547,0.4363675677714449
0,1,1,0,0,0,0,76.5798568725586,68.02324676513672,157.1798858642578,198.0822296142578,1.2602263230126258,0.4872115566917624,0.4327732291642093
0,1,1,0,0,0,0,77.92446899414062,67.87628936767578,159.5938720703125,193.17637634277344,1.2104247728112358,0.4882672998861092,0.4253063635035525
1,0,0,0,0,1,0,78.36161804199219,61.67939758300781,181.65724182128903,193.8411407470703,1.0670708131623377,0.4313707356576671,0.3395372348749346
1,0,1,0,0,0,0,73.56636810302734,60.25862884521485,161.05203247070312,202.3694000244141,1.256546700590239,0.4567863377719853,0.3741562768304489
1,0,0,1,0,0,0,79.10105895996094,66.95411682128906,163.15484619140625,192.9967041015625,1.1829051272871605,0.4848220007339713,0.4103716094509468
1,0,0,0,0,1,0,77.30422973632812,64.17447662353516,172.0102996826172,201.68263244628903,1.1725032327623486,0.4494162842513798,0.3730850811954048
1,0,0,0,1,0,0,66.07559204101562,62.61864471435547,141.6119384765625,190.1705780029297,1.3428993349625242,0.4665961976924104,0.44218478602861
0,1,0,1,0,0,0,73.19580841064453,58.49123764038086,151.11814880371094,181.4644775390625,1.2008119406939584,0.4843614680968557,0.387056340376137
0,1,0,0,0,0,1,84.27410125732422,71.3228759765625,174.75677490234375,187.7845764160156,1.0745481914561077,0.4822365330581182,0.4081265290940429
1,0,0,0,0,1,0,80.61865997314453,68.9386978149414,163.31861877441406,201.4488525390625,1.2334714440447008,0.4936281030180648,0.422111687768826
1,0,0,0,1,0,0,81.07062530517578,61.47529220581055,184.5655975341797,192.8293304443359,1.044773961239585,0.439251010959192,0.3330809914042943
1,0,0,0,1,0,0,69.28299713134766,53.86408615112305,155.9989471435547,181.6556396484375,1.1644670875968977,0.4441247739165282,0.3452849338884048
1,0,0,0,0,1,0,72.3223648071289,57.564022064208984,160.09722900390625,189.6346435546875,1.184496725736962,0.4517402659440426,0.3595566420628334
0,1,0,1,0,0,0,74.44684600830078,66.2929916381836,153.18914794921875,196.08169555664065,1.2799972986444217,0.4859798948224416,0.4327525319232098
0,1,0,0,1,0,0,82.61906433105469,64.82711029052734,183.5124053955078,196.59800720214844,1.0713063608884554,0.4502096964670766,0.3532573732593788
1,0,1,0,0,0,0,72.87516021728516,57.06315612792969,175.72068786621094,195.90367126464844,1.1148583222813484,0.4147215737783269,0.3247378371940819
1,0,0,0,0,1,0,73.46924591064453,61.45087814331055,168.67254638671875,187.3066864013672,1.1104752398290447,0.4355732304070408,0.3643205694092087
0,1,1,0,0,0,0,83.29035186767578,77.32955932617188,176.5123748779297,199.75064086914065,1.131652333199198,0.4718669267538705,0.4380970987425132
0,1,1,0,0,0,0,77.69219207763672,63.2490119934082,160.34918212890625,186.75491333007812,1.1646764320877174,0.4845187923389545,0.3944454917304268
0,1,0,0,1,0,0,65.73694610595703,50.629276275634766,150.13706970214844,181.9893035888672,1.2121543596788538,0.4378462043809047,0.3372203572114227
0,1,0,0,0,0,1,81.85538482666016,60.58425521850586,191.591796875,186.1016540527344,0.9713445830572406,0.427238463033284,0.316215287954279
0,1,1,0,0,0,0,73.95066833496094,61.549896240234375,159.4993438720703,191.3553924560547,1.1997252641335951,0.4636424610892103,0.3858943538325883
0,1,1,0,0,0,0,84.73872375488281,70.81620025634766,168.0760955810547,200.17251586914065,1.1909636238105463,0.5041688020056223,0.4213341582664058
1,0,1,0,0,0,0,74.58124542236328,64.59532928466797,154.53933715820312,192.70701599121097,1.2469771097434907,0.4826036321484534,0.4179863229162244
0,1,1,0,0,0,0,79.99092102050781,61.817230224609375,172.7660675048828,202.37269592285156,1.171368306552049,0.4630013415003908,0.3578088632645543
1,0,1,0,0,0,0,89.33243560791016,76.90655517578125,178.42640686035156,201.25596618652344,1.1279494427304126,0.5006682428897853,0.4310267551146365
1,0,1,0,0,0,0,72.63262939453125,58.405574798583984,166.79566955566406,185.6822204589844,1.1132316621506615,0.4354587237667573,0.3501624170110275
0,1,0,0,0,1,0,63.18888473510742,48.73704147338867,149.8157501220703,185.197265625,1.2361668614554926,0.42177731435861,0.3253132026083878
1,0,1,0,0,0,0,81.71595001220703,72.34036254882812,171.7779998779297,209.29039001464844,1.218377150527868,0.4757067265323656,0.4211270511953524
0,1,0,1,0,0,0,77.58428192138672,66.25132751464844,160.61895751953125,197.14598083496097,1.227414147616965,0.4830331557341385,0.4124751432693882
1,0,0,0,1,0,0,84.95438385009766,75.81025695800781,162.45599365234375,198.97840881347656,1.224814205619836,0.522937824207953,0.4666510311724291
0,1,0,1,0,0,0,74.9235610961914,65.61186218261719,158.91078186035156,188.70318603515625,1.1874788093421238,0.4714819234986404,0.4128848994039681
1,0,0,1,0,0,0,75.068603515625,60.72445297241211,156.5581817626953,180.05426025390625,1.1500788922473906,0.4794933274672991,0.3878714755671845
0,1,1,0,0,0,0,81.20864868164062,70.21427917480469,169.6390838623047,194.82418823242188,1.1484628647874555,0.4787142610812337,0.4139039045494805
0,1,0,1,0,0,0,77.16375732421875,62.74579620361328,165.43072509765625,196.1654510498047,1.1857860801492908,0.4664415106605367,0.3792874399031588
1,0,0,0,1,0,0,74.39472198486328,54.75581359863281,169.43077087402344,181.9745635986328,1.0740349150269524,0.4390862509867104,0.3231751429576231
1,0,0,1,0,0,0,75.03218078613281,67.92657470703125,159.92657470703125,193.46466064453125,1.2097092743900648,0.4691664341813355,0.424736006704737
0,1,1,0,0,0,0,73.1441421508789,68.97161102294922,158.83218383789062,192.85731506347656,1.2142206346562174,0.4605120976333879,0.4342420368238714
1,0,0,0,0,1,0,80.56916046142578,67.57115936279297,176.09768676757812,196.3820648193359,1.1151882141332727,0.457525376626694,0.3837140657729168
0,1,0,0,0,0,1,72.78722381591797,51.53944778442383,166.13070678710938,173.75018310546875,1.045864346608261,0.438132270810069,0.3102343256172973
0,1,1,0,0,0,0,79.97126007080078,61.17320251464844,187.67117309570312,199.81068420410156,1.0646850068028717,0.4261243682321917,0.3259595040920487
0,1,0,0,1,0,0,75.39588928222656,53.188419342041016,176.19671630859375,181.03060913085935,1.0274346362607545,0.4279074596950887,0.3018695266084639
0,1,1,0,0,0,0,84.45011901855469,71.7476806640625,171.615234375,203.3778839111328,1.1850805941081408,0.4920898737580662,0.4180729113318993
1,0,0,0,1,0,0,77.39169311523438,57.13468170166016,176.41688537597656,182.90806579589844,1.0367945528915103,0.4386864270406915,0.3238617526882176
0,1,1,0,0,0,0,74.41618347167969,59.52238845825195,159.77862548828125,196.8009490966797,1.2317101145116172,0.4657455479058283,0.3725303574013881
1,0,0,0,0,1,0,89.04031372070312,82.96397399902344,188.01242065429688,193.00135803222656,1.0265351478405935,0.4735874013580399,0.4412685806092107
1,0,0,0,0,1,0,78.96162414550781,67.2076416015625,166.43922424316406,196.1111297607422,1.178274716506898,0.4744171604053297,0.4037968928728819
1,0,1,0,0,0,0,73.01676940917969,59.172122955322266,140.816650390625,204.1148223876953,1.4495077238485743,0.5185236916702064,0.4202068632592733
1,0,0,1,0,0,0,76.79060363769531,62.47832489013672,167.6490478515625,182.4425048828125,1.0882406265996107,0.4580437802765583,0.3726733058779756
1,0,0,0,1,0,0,90.2744598388672,76.8478775024414,184.807373046875,197.1041259765625,1.06653821612717,0.4884786702528895,0.4158269025497674
1,0,0,1,0,0,0,80.3541488647461,66.44088745117188,165.8188934326172,201.07388305664065,1.2126114153472494,0.4845898268968917,0.400683456967894
0,1,0,1,0,0,0,66.82102966308594,53.80506896972656,153.21035766601562,183.02378845214844,1.1945914835022011,0.4361391140979488,0.3511842788528477
1,0,1,0,0,0,0,77.84747314453125,63.355098724365234,168.7625732421875,186.27362060546875,1.1037614384923575,0.4612839899804919,0.3754096510097989
1,0,1,0,0,0,0,73.77208709716797,64.24531555175781,155.51058959960938,178.01416015625,1.144707640904585,0.4743862606855763,0.4131250207279722
0,1,0,0,0,1,0,79.58672332763672,63.830352783203125,169.84042358398438,178.35084533691406,1.050108340366458,0.4685970609834348,0.3758254450633754
0,1,0,0,0,1,0,80.16165924072266,66.75651550292969,173.45436096191406,198.2386779785156,1.142886675660138,0.4621484221911492,0.3848650165537644
0,1,0,0,1,0,0,75.72213745117188,63.43500900268555,149.47935485839844,188.50848388671875,1.2611004647785145,0.5065725465761031,0.424373045112333
1,0,0,1,0,0,0,68.56524658203125,55.113155364990234,147.87298583984375,198.01454162597656,1.3390853001402123,0.4636766221539068,0.3727060426350045
0,1,1,0,0,0,0,69.91516876220703,52.973018646240234,161.17364501953125,178.8453369140625,1.109643806171845,0.433787848836791,0.3286704761179837
0,1,0,0,0,1,0,78.65869903564453,66.97634887695312,176.64593505859375,187.8634796142578,1.0635029872153197,0.445290173303752,0.3791559021991474
0,1,0,0,1,0,0,71.96713256835938,55.65918731689453,158.51614379882812,174.38906860351562,1.1001344369367938,0.4540050675197627,0.3511263016057927
1,0,0,0,1,0,0,79.34845733642578,62.03633117675781,178.80926513671875,193.51010131835935,1.0822151814694851,0.4437603234695664,0.3469413686663519
0,1,0,0,0,0,1,87.15690612792969,75.02351379394531,166.38284301757812,199.82823181152344,1.201014649030921,0.5238334947715834,0.4509089545129312
0,1,1,0,0,0,0,84.47529602050781,75.08073425292969,169.72955322265625,200.36146545410156,1.1804748298091698,0.4977052871263416,0.4423551045022581
1,0,1,0,0,0,0,70.26082611083984,56.569427490234375,155.05516052246094,184.9364318847656,1.192713813984773,0.4531343934255062,0.3648342131898271
1,0,0,1,0,0,0,72.84720611572266,62.57487106323242,155.68165588378906,186.84751892089844,1.2001896938992838,0.4679241475315535,0.4019411966554517
0,1,1,0,0,0,0,67.8367691040039,48.250858306884766,166.46827697753906,185.0865478515625,1.1118427559416353,0.4075056841800367,0.289850169551494
1,0,0,0,0,1,0,79.4048080444336,63.3723258972168,178.71144104003906,195.07736206054688,1.0915773546744618,0.4443185482827789,0.354606988385364
0,1,1,0,0,0,0,78.66773986816406,63.961952209472656,162.70516967773438,184.77926635742188,1.1356693012484425,0.4834987113438317,0.3931156725761101
1,0,0,1,0,0,0,76.54681396484375,56.36092376708984,173.12928771972656,198.6923828125,1.1476532100920829,0.4421367116623441,0.3255423996102307
0,1,0,0,1,0,0,84.15422821044922,68.47517395019531,183.01254272460935,198.7261199951172,1.0858606576170742,0.4598276542011738,0.374155633984247
0,1,1,0,0,0,0,84.99899291992188,71.25428771972656,173.32833862304688,203.66915893554688,1.1750482382369394,0.4903929362917222,0.4110942750953716
1,0,0,0,0,1,0,81.25070190429688,73.78324890136719,173.18299865722656,196.54623413085935,1.1349049020676365,0.4691609599918799,0.4260421027089565
1,0,0,0,1,0,0,72.86872863769531,62.80046844482422,157.88148498535156,192.2524871826172,1.2177012852422475,0.4615406844219648,0.3977696843341125
0,1,0,1,0,0,0,83.66999816894531,71.86360168457031,169.49111938476562,196.3675994873047,1.158571612483874,0.4936541718094631,0.4239962656770891
1,0,0,0,0,1,0,76.75382995605469,65.03780364990234,161.5263214111328,197.98605346679688,1.2257200667800954,0.4751784680386129,0.4026452350410536
1,0,1,0,0,0,0,77.2703628540039,68.13875579833984,160.69314575195312,195.9252014160156,1.2192505193622063,0.4808566195678245,0.4240302564212616
1,0,0,0,0,1,0,76.10971069335938,65.86769104003906,157.13121032714844,206.9817047119141,1.3172539324363155,0.4843704222407397,0.4191891025525864
0,1,0,1,0,0,0,80.5487289428711,71.45703887939453,170.12548828125,194.90768432617188,1.1456700950298062,0.473466555521114,0.4200254741444877
1,0,1,0,0,0,0,64.8117904663086,56.68636703491211,141.98196411132812,197.22804260253903,1.3891063124601688,0.4564790385311872,0.3992504779724297
0,1,1,0,0,0,0,84.79052734375,75.9037094116211,176.1347198486328,199.90492248535156,1.134954667978843,0.4813958736620329,0.4309412106644928
0,1,1,0,0,0,0,93.08416748046876,79.78874206542969,178.50758361816406,198.8486785888672,1.1139508728896004,0.521457775595574,0.4469767639457911
0,1,0,0,0,1,0,76.95245361328125,54.054710388183594,185.31678771972656,186.389404296875,1.0057880162415218,0.4152481518817619,0.2916881468393248
1,0,1,0,0,0,0,71.9142837524414,61.56331634521485,156.3197021484375,197.16619873046875,1.2613010133760645,0.4600461922845356,0.3938295397131436
0,1,0,1,0,0,0,83.07078552246094,69.57202911376953,178.28985595703125,191.702392578125,1.075228826391145,0.4659310821501892,0.3902186624153016
1,0,1,0,0,0,0,73.11823272705078,59.78274917602539,158.83349609375,191.21389770507812,1.2038638096350651,0.4603451697864373,0.3763862827821858
1,0,1,0,0,0,0,81.4408950805664,59.20329284667969,185.62277221679688,201.5299530029297,1.0856962785123914,0.438744094315368,0.3189441259800473
0,1,0,1,0,0,0,73.27703094482422,55.43114471435547,162.60145568847656,194.3419647216797,1.195204335033838,0.4506542123781079,0.3409018970934331
0,1,0,1,0,0,0,82.49372863769531,70.06224822998047,157.8299102783203,202.88595581054688,1.2854721608393105,0.522674875074213,0.4439098273985669
0,1,0,1,0,0,0,76.43605041503906,61.681671142578125,164.3770751953125,189.21617126464844,1.151110463790782,0.4650043220699596,0.375244972994489
1,0,0,0,0,1,0,77.51536560058594,61.4559326171875,176.2215576171875,199.1577911376953,1.130155662171214,0.4398744776105962,0.3487424208943293
1,0,1,0,0,0,0,86.4102783203125,76.14937591552734,168.66696166992188,201.59124755859375,1.1952029346037791,0.5123130070334451,0.4514777236845605
1,0,1,0,0,0,0,78.49851989746094,64.18289947509766,177.1141815185547,197.0676116943359,1.1126585686403143,0.4432085518190837,0.3623814813969246
0,1,0,1,0,0,0,76.70353698730469,63.79801940917969,163.82772827148438,200.7212371826172,1.2251969755082934,0.4681963047195326,0.3894213762364932
0,1,1,0,0,0,0,78.02069091796875,62.80110168457031,168.00894165039062,200.14695739746097,1.1912875316716551,0.4643841580784539,0.3737961864866274
1,0,0,1,0,0,0,90.07289123535156,80.45413970947266,185.70066833496097,185.333251953125,0.9980214590225748,0.485043441377825,0.4332463659438857
1,0,0,1,0,0,0,82.5274887084961,66.05073547363281,184.12640380859375,214.30960083007812,1.1639265004755153,0.4482110495911628,0.3587249525727717
1,0,1,0,0,0,0,73.85816955566406,58.68744659423828,157.79600524902344,191.4950714111328,1.2135609587132938,0.4680610858247386,0.3719197231997195
0,1,0,1,0,0,0,78.76485443115234,64.31890106201172,167.79281616210938,191.49105834960935,1.1412351418227848,0.4694173221042753,0.3833233301232123
1,0,0,1,0,0,0,77.61225128173828,60.82697677612305,170.72799682617188,194.560302734375,1.1395922540605228,0.4545959228981046,0.3562800355354402
0,1,0,0,0,0,1,77.8323745727539,68.19064331054688,165.67788696289062,196.101318359375,1.1836300061172242,0.4697813087765128,0.4115856651758273
1,0,1,0,0,0,0,70.82011413574219,63.46239471435547,146.2197723388672,200.34030151367188,1.3701314008982266,0.4843402024427666,0.4340206095197585
0,1,0,0,0,1,0,82.5398178100586,72.75132751464844,171.4273681640625,188.94757080078125,1.1022018994070495,0.4814856501271422,0.4243857226170716
0,1,1,0,0,0,0,74.43665313720703,60.312259674072266,164.01649475097656,182.94032287597656,1.1153775914656128,0.4538363854819781,0.3677206964192433
1,0,1,0,0,0,0,88.71121978759766,74.01505279541016,171.77490234375,202.1241149902344,1.1766801333162782,0.5164387729359428,0.4308839753976037
0,1,1,0,0,0,0,76.98104858398438,67.81486511230469,163.45631408691406,189.4599609375,1.1590862182097117,0.4709579376851206,0.4148806700501378
1,0,1,0,0,0,0,85.9099349975586,73.15117645263672,174.93467712402344,200.2885284423828,1.1449332501433336,0.4910972278906773,0.4181628117149965
1,0,1,0,0,0,0,84.23040771484375,72.64968872070312,165.46170043945312,202.9705810546875,1.2266922225240873,0.5090628676674691,0.4390725378002965
1,0,0,0,0,1,0,73.7738265991211,60.43729019165039,154.4569549560547,187.08596801757812,1.2112498791058446,0.4776335686541978,0.3912888882785867
1,0,0,1,0,0,0,81.25298309326172,70.0002212524414,179.2897491455078,196.8005828857422,1.0976677909567654,0.4531936905512567,0.3904306943707679
1,0,1,0,0,0,0,87.00035858154297,74.77537536621094,172.82469177246094,201.0821075439453,1.1635033482871058,0.5034023650745848,0.4326660420992352
1,0,1,0,0,0,0,81.88461303710938,72.56958770751953,174.5510711669922,200.3338623046875,1.1477091544916904,0.4691155000634213,0.4157498846746838
1,0,0,0,0,1,0,81.02882385253906,69.67704772949219,174.00132751464844,203.42669677734375,1.169110027394579,0.4656793428528158,0.4004397479302355
0,1,1,0,0,0,0,79.92315673828125,71.34598541259766,178.35145568847656,196.0476226806641,1.0992207600654358,0.4481216956136408,0.4000302948870597
0,1,1,0,0,0,0,81.66083526611328,70.4141845703125,175.7705841064453,209.40750122070312,1.1913682956978031,0.4645876082237976,0.4006027796304654
0,1,0,0,0,1,0,68.84820556640625,59.0025520324707,164.23800659179688,201.7444610595703,1.2283664740341944,0.4191977666748239,0.359250293259573
0,1,1,0,0,0,0,75.15502166748047,62.40593719482422,162.69422912597656,201.0945281982422,1.2360274195253214,0.4619403040367634,0.3835780625414954
0,1,0,1,0,0,0,78.6697769165039,62.444339752197266,174.88406372070312,186.0144500732422,1.0636443716810855,0.4498395979758493,0.3570613492371917
1,0,0,1,0,0,0,70.66155242919922,62.19791030883789,153.53053283691406,193.52357482910156,1.2604891760173178,0.4602442987953321,0.4051175304322487
1,0,0,0,0,0,1,81.52728271484375,70.49830627441406,172.6427764892578,202.08447265625,1.1705353491509916,0.4722310679469207,0.4083478481290563
0,1,0,1,0,0,0,86.55059051513672,78.27449035644531,177.01112365722656,193.62750244140625,1.0938719468068938,0.4889556584180423,0.442200968725672
1,0,0,1,0,0,0,73.42971801757812,59.22660827636719,155.97113037109375,192.5714569091797,1.2346609045597396,0.470790445916951,0.3797280184829878
