age,gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height,face_aspect_ratio,eye_to_face_ratio,mouth_to_face_ratio
20,1,0,1,0,0,0,0,77.07711029052734,65.16483306884766,161.24684143066406,195.73533630371097,1.213886328358729,0.4780069464099885,0.4041309119029687
35,1,0,0,1,0,0,0,85.99922180175781,79.52005767822266,185.35121154785156,208.599609375,1.1254288959484169,0.4639798201672701,0.4290236735662944
36,1,0,1,0,0,0,0,87.70894622802734,76.27088928222656,168.005615234375,198.50320434570312,1.1815272011520728,0.5220596115532783,0.4539782148104122
36,1,0,0,1,0,0,0,70.17875671386719,56.366554260253906,160.24075317382812,189.35205078125,1.1816722464842768,0.4379582304991897,0.3517616657674333
2,0,1,0,0,0,1,0,82.87069702148438,64.59712219238281,189.71075439453125,191.27276611328125,1.0082336487656445,0.4368265641342749,0.3405032171135836
40,1,0,0,0,1,0,0,81.68793487548828,70.68865966796875,163.4718475341797,192.7935028076172,1.179368225879424,0.4997064394125017,0.4324209992989082
5,1,0,0,0,0,0,1,85.24984741210938,74.4901123046875,172.7869415283203,200.44830322265625,1.1600894225551308,0.4933813091317243,0.4311096176934085
35,1,0,1,0,0,0,0,82.53311920166016,70.52024841308594,170.04721069335938,198.6227874755859,1.1680449603713638,0.4853541487986501,0.4147098216168497
12,1,0,1,0,0,0,0,83.63676452636719,67.9415054321289,181.0911407470703,196.8417053222656,1.0869758979385638,0.4618490124990847,0.3751785159221162
27,1,0,1,0,0,0,0,76.0315933227539,62.02108383178711,166.8971710205078,192.5689239501953,1.153817783565265,0.4555595092346495,0.3716125531221026
14,0,1,1,0,0,0,0,80.1612548828125,69.16873168945312,170.89431762695312,196.4260101318359,1.1494004766186323,0.4690691650602291,0.404745650118351
2,0,1,0,0,0,0,1,82.40252685546875,70.7442626953125,181.4354705810547,181.14007568359375,0.998371901059286,0.4541698852576687,0.3899141797838705
31,0,1,1,0,0,0,0,77.80301666259766,67.64995574951172,165.51783752441406,196.4917755126953,1.1871335346784757,0.4700581993232096,0.4087170105731551
68,1,0,1,0,0,0,0,76.96410369873047,63.595951080322266,168.7382049560547,189.86077880859375,1.1251795576350958,0.4561154583739622,0.3768912386906384
58,1,0,1,0,0,0,0,86.5917739868164,78.2593994140625,167.98251342773438,200.6742248535156,1.19461377710511,0.5154808808362541,0.4658782501651845
18,1,0,1,0,0,0,0,73.98350524902344,59.73110580444336,155.88125610351562,190.6364288330078,1.2229592806617648,0.4746145052865972,0.3831833749452076
19,0,1,0,1,0,0,0,78.70706939697266,73.47491455078125,164.67735290527344,201.75396728515625,1.2251470146062535,0.4779471372863695,0.4461749794645161
36,1,0,0,1,0,0,0,81.25298309326172,70.0002212524414,179.2897491455078,196.8005828857422,1.0976677909567654,0.4531936905512567,0.3904306943707679
26,0,1,0,1,0,0,0,66.12491607666016,55.83015060424805,161.13795471191406,198.671875,1.232930350612864,0.4103621409051624,0.3464742413049886
37,0,1,0,1,0,0,0,78.50822448730469,63.688533782958984,168.29098510742188,184.0637054443359,1.093722906945052,0.4665028518146238,0.3784429317013382
37,0,1,0,0,1,0,0,81.00483703613281,72.48013305664062,169.36441040039062,192.7965850830078,1.1383535928665398,0.4782872437286622,0.4279537411979999
56,0,1,0,1,0,0,0,73.53550720214844,64.0703125,152.26133728027344,196.1877899169922,1.2884938055933504,0.4829558738656599,0.420791736395059
85,1,0,1,0,0,0,0,73.90438842773438,59.357906341552734,143.77700805664062,187.73764038085935,1.305755648405902,0.5140209093697367,0.4128469992793898
53,0,1,1,0,0,0,0,84.99899291992188,71.25428771972656,173.32833862304688,203.66915893554688,1.1750482382369394,0.4903929362917222,0.4110942750953716
29,1,0,1,0,0,0,0,80.1316146850586,68.32066345214844,167.10643005371094,198.945556640625,1.1905320254683225,0.4795244244000837,0.4088452097874928
74,1,0,0,0,1,0,0,77.0472412109375,68.30653381347656,167.64041137695312,188.4556427001953,1.1241659523039311,0.4595982590241353,0.4074586387161968
3,0,1,0,0,1,0,0,80.91059875488281,62.13265228271485,183.1379241943359,182.1058349609375,0.9943644155740065,0.4418014406946369,0.3392669899260357
58,1,0,1,0,0,0,0,76.91609954833984,63.667327880859375,163.8021697998047,197.21896362304688,1.2040070278927528,0.4695670371298803,0.3886842766409757
24,0,1,1,0,0,0,0,78.59729766845703,65.1871566772461,164.2015380859375,192.6244201660156,1.1730975386186853,0.4786635897851449,0.3969947994222158
76,0,1,1,0,0,0,0,76.86079406738281,61.23210906982422,178.65379333496094,195.4176788330078,1.0938344783232,0.4302220100262592,0.342741723681283
7,0,1,1,0,0,0,0,72.17570495605469,60.732173919677734,163.13705444335938,193.9425048828125,1.1888317191000202,0.4424237350755517,0.3722770043072203
60,1,0,0,0,0,1,0,79.36485290527344,66.11714935302734,182.6970367431641,191.7843780517578,1.0497399491014665,0.4344068974520081,0.3618950286860699
60,0,1,1,0,0,0,0,81.94892883300781,74.28941345214844,172.58746337890625,201.10931396484375,1.1652602687793108,0.4748255013928414,0.4304450160962742
59,1,0,1,0,0,0,0,76.70234680175781,66.67743682861328,161.10107421875,198.91127014160156,1.234698595935563,0.4761131927500871,0.4138857369633412
4,1,0,1,0,0,0,0,83.09991455078125,59.3011589050293,188.1765289306641,196.07290649414065,1.0419626061143157,0.4416061611031225,0.3151357889425175
48,0,1,1,0,0,0,0,81.11746215820312,73.72728729248047,171.56161499023438,201.39202880859375,1.1738758044452855,0.4728182476180379,0.4297423249173608
60,0,1,1,0,0,0,0,75.99617767333984,63.32438278198242,156.51223754882812,194.48573303222656,1.242623171696409,0.4855606108731966,0.4045970064304186
15,1,0,1,0,0,0,0,80.54112243652344,63.71873474121094,176.2752227783203,199.4720916748047,1.1315946083112105,0.4569055206233386,0.3614730064550374
1,0,1,0,0,0,1,0,81.93336486816406,63.18330764770508,195.0931396484375,189.25770568847656,0.9700889843155094,0.4199705075012373,0.3238622729715812
26,0,1,0,1,0,0,0,69.56634521484375,57.70325469970703,153.09866333007812,187.68556213378903,1.2259124805625647,0.454388978333925,0.3769024068831992
78,1,0,1,0,0,0,0,78.79778289794922,68.1843490600586,162.64956665039062,193.83755493164065,1.1917495934574944,0.4844635280665838,0.4192101489370604
27,0,1,0,0,0,1,0,72.56703186035156,64.33951568603516,159.19618225097656,197.63833618164065,1.241476606958194,0.4558339957295453,0.404152378381803
50,0,1,1,0,0,0,0,77.68502044677734,65.52301025390625,165.45126342773438,194.0945587158203,1.1731222518019435,0.4695341627337196,0.3960260495836305
12,0,1,1,0,0,0,0,83.42528533935547,74.65596771240234,176.39663696289062,198.23248291015625,1.12378833476207,0.4729414731240371,0.4232278403817192
62,0,1,1,0,0,0,0,75.45051574707031,63.9298095703125,161.04592895507812,197.362060546875,1.2255017051808048,0.4685030924818742,0.3969663187707463
24,0,1,0,0,1,0,0,71.36328125,58.66472244262695,157.75045776367188,194.6128692626953,1.2336754645380967,0.4523808188050415,0.371883056786519
2,0,1,0,0,0,0,1,87.81908416748047,73.18213653564453,187.83656311035156,193.59776306152344,1.0306713445762274,0.4675292323991676,0.3896053852553242
26,0,1,0,0,0,1,0,81.46092224121094,69.11226654052734,176.8792266845703,187.96878051757812,1.0626956259413316,0.4605454454325529,0.3907313924646201
64,0,1,1,0,0,0,0,75.99617767333984,63.32438278198242,156.51223754882812,194.48573303222656,1.242623171696409,0.4855606108731966,0.4045970064304186
23,1,0,0,0,0,1,0,69.10816192626953,57.72696304321289,148.1880645751953,182.77853393554688,1.2334227757107878,0.4663544403820853,0.3895520412436482
21,0,1,0,0,1,0,0,75.86000061035156,59.93859100341797,168.20481872558594,188.9515686035156,1.1233421850522398,0.4509977846360733,0.3563428887325961
3,0,1,1,0,0,0,0,82.55624389648438,71.76739501953125,178.52838134765625,182.4351348876953,1.0218830950605622,0.4624264403972774,0.4019943186499597
63,0,1,0,0,0,1,0,77.48036193847656,63.401248931884766,173.91705322265625,189.83056640625,1.0915005911652642,0.4455018096430302,0.3645487763107146
36,1,0,0,0,0,1,0,81.8957748413086,65.08185577392578,184.7454376220703,198.95411682128903,1.076909499807433,0.443289836520028,0.3522785548136907
53,0,1,1,0,0,0,0,82.38582611083984,72.88362121582031,166.78988647460938,195.67335510253903,1.1731727818660431,0.4939497702900681,0.4369786607350169
24,1,0,0,1,0,0,0,74.98625183105469,57.1865234375,167.71852111816406,190.1516571044922,1.1337546732273125,0.4470958325361337,0.3409672530871526
2,0,1,1,0,0,0,0,81.14253997802734,68.2527084350586,176.59974670410156,190.63302612304688,1.0794637573430867,0.4594714403185652,0.3864824820469202
31,1,0,0,0,0,0,1,72.2567367553711,57.02504348754883,161.17816162109375,181.1319122314453,1.1237993435938294,0.4483035172298099,0.353801302322869
61,0,1,1,0,0,0,0,75.77378845214844,67.97472381591797,166.0230255126953,196.9929351806641,1.1865398463395704,0.4564052981094133,0.4094294969387853
32,0,1,1,0,0,0,0,84.43656158447266,71.90080261230469,189.3347625732422,202.61903381347656,1.0701628747921843,0.4459643883505505,0.3797548935816295
28,1,0,1,0,0,0,0,65.56839752197266,57.34840774536133,153.50274658203125,194.81146240234375,1.2691073400321036,0.4271480412041563,0.3735985773695233
54,1,0,1,0,0,0,0,73.80231475830078,58.50300216674805,166.16403198242188,191.71617126464844,1.1537765963992117,0.4441533698827684,0.352079818169897
39,1,0,0,0,1,0,0,86.49419403076172,74.93270111083984,171.437744140625,202.0236053466797,1.1784079775394505,0.5045224694499786,0.4370840358782072
40,1,0,1,0,0,0,0,80.23976135253906,70.02265167236328,168.72113037109375,200.0530242919922,1.1857022523022782,0.4755762433315595,0.4150200482793822
60,1,0,1,0,0,0,0,78.66026306152344,62.00593185424805,171.806396484375,191.3426818847656,1.1137110480177457,0.4578424591349672,0.360905840079634
14,0,1,1,0,0,0,0,76.82955169677734,63.602596282958984,165.11993408203125,194.64845275878903,1.178830731982294,0.4652954358533632,0.3851902959903154
35,1,0,0,1,0,0,0,73.10327911376953,58.61447525024414,163.6133575439453,198.4868927001953,1.213146014969366,0.4468050788220915,0.358249938330987
85,1,0,1,0,0,0,0,83.16845703125,71.54456329345703,176.59254455566406,194.1407928466797,1.0993713994844454,0.470962447709871,0.4051392060376894
27,1,0,0,0,0,1,0,78.64213562011719,62.36608123779297,177.851318359375,186.11488342285156,1.0464633331914852,0.4421790985052417,0.3506641492067719
32,1,0,0,0,0,1,0,78.25173950195312,60.754878997802734,171.1918487548828,194.7134246826172,1.1373989246498133,0.4570996812704331,0.3548935269972651
26,1,0,0,0,0,0,1,77.14875030517578,64.9308090209961,160.7422332763672,201.54116821289065,1.253815902049694,0.4799532066506284,0.4039436786308631
22,1,0,1,0,0,0,0,76.941650390625,60.548919677734375,167.62815856933594,192.30227661132812,1.1471955443081852,0.4590019424379685,0.3612097167594283
9,1,0,1,0,0,0,0,79.87218475341797,67.41089630126953,178.8892822265625,190.14279174804688,1.0629076788805707,0.4464894920438005,0.3768302687686673
69,1,0,1,0,0,0,0,77.77021789550781,59.87984848022461,180.00721740722656,188.14822387695312,1.0452260003070284,0.4320394427272873,0.3326524866209096
39,1,0,1,0,0,0,0,79.4275131225586,71.9566421508789,164.59957885742188,206.84027099609375,1.2566269757911184,0.4825499170405512,0.4371617634162272
60,1,0,1,0,0,0,0,85.30084991455078,73.68156433105469,167.1712646484375,201.570556640625,1.2057727568462766,0.5102602417582899,0.4407549616018494
35,1,0,1,0,0,0,0,88.58670043945312,78.60426330566406,172.8928680419922,204.77490234375,1.184403409248867,0.5123791480972899,0.4546414447042007
3,1,0,1,0,0,0,0,74.42071533203125,62.210941314697266,169.21250915527344,182.3070373535156,1.0773851074226806,0.4398062277047203,0.3676497773436538
78,1,0,0,0,1,0,0,79.91789245605469,67.44088745117188,160.5790557861328,183.8766326904297,1.1450847795202244,0.4976856543638749,0.4199855773282974
49,1,0,1,0,0,0,0,86.27565002441406,76.93766021728516,181.82736206054688,203.46994018554688,1.1190281697965414,0.4744921173947684,0.4231357665061742
75,1,0,1,0,0,0,0,74.83187866210938,59.126014709472656,168.56201171875,189.1169891357422,1.1219431187810496,0.4439427240994742,0.3507671396810683
27,0,1,0,0,0,1,0,70.99758911132812,54.1261100769043,155.63211059570312,194.11277770996097,1.2472540336757487,0.4561885644265516,0.3477824073048243
25,0,1,1,0,0,0,0,82.83563995361328,70.62737274169922,174.62490844726562,199.4544982910156,1.142188133780744,0.4743632548768295,0.404451881290622
34,0,1,1,0,0,0,0,80.08352661132812,72.7348403930664,164.7049102783203,200.92901611328125,1.2199333691615448,0.4862242812069296,0.4416069944129668
32,1,0,0,0,0,1,0,75.09762573242188,63.996395111083984,163.64308166503906,198.03875732421875,1.2101871665408024,0.4589110946110094,0.3910730258800562
22,0,1,0,0,0,1,0,70.87846374511719,58.38621520996094,156.6260528564453,177.61912536621094,1.1340330815142656,0.4525330393793453,0.3727746064281814
9,1,0,1,0,0,0,0,77.74006652832031,64.29296875,176.83583068847656,192.506591796875,1.088617567194314,0.4396171648339265,0.3635743304944908
25,1,0,0,0,1,0,0,65.6660385131836,56.03423309326172,143.0019073486328,189.61834716796875,1.325984741627865,0.4591969417099624,0.3918425574328358
4,0,1,0,0,0,0,1,79.84635925292969,69.02337646484375,178.30445861816406,198.38995361328125,1.1126471830865987,0.4478091006345461,0.3871096494151956
65,0,1,1,0,0,0,0,77.47783660888672,63.40894317626953,159.61949157714844,188.68634033203125,1.1821008729427884,0.4853908244121901,0.3972506274123938
12,0,1,0,1,0,0,0,67.60865020751953,57.95135498046875,161.27130126953125,186.04849243164065,1.1536367039086484,0.4192230711558891,0.3593407787019414
69,0,1,1,0,0,0,0,84.51697540283203,73.24970245361328,170.77947998046875,196.70767211914065,1.1518226436901975,0.4948895231001865,0.4289139565361746
60,1,0,1,0,0,0,0,79.21821594238281,67.4872817993164,171.20889282226562,197.250244140625,1.1521027961169823,0.462699189490235,0.3941809370227977
26,1,0,0,0,1,0,0,75.41529846191406,57.637454986572266,167.58497619628906,187.18321228027344,1.116945065893194,0.4500122873400153,0.3439297262486264
30,0,1,1,0,0,0,0,76.7271499633789,67.0865707397461,164.96337890625,197.55288696289065,1.1975560168124435,0.4651162607852713,0.4066755372286108
35,1,0,1,0,0,0,0,75.53328704833984,57.84540557861328,163.5562744140625,204.64434814453125,1.2512167379555816,0.4618183393999192,0.3536728002997343
21,0,1,0,1,0,0,0,84.99608612060547,77.6306381225586,171.0469512939453,189.7864227294922,1.1095574711725962,0.4969166973022462,0.4538557251988071
26,1,0,0,0,1,0,0,77.19265747070312,68.40555572509766,164.093505859375,195.36285400390625,1.1905581088097934,0.4704187229496806,0.4168693658341355
21,0,1,0,0,1,0,0,77.38117980957031,70.2567367553711,160.18321228027344,200.2312469482422,1.2500139315342016,0.4830792110360232,0.4386023713424007
21,1,0,0,0,0,0,1,80.41648864746094,64.33426666259766,177.9152069091797,193.461669921875,1.0873813053014143,0.4519933402236443,0.361600718568359
40,0,1,0,0,1,0,0,78.349365234375,71.11788940429688,171.7388916015625,190.5378875732422,1.109462660416452,0.4562121282123272,0.4141047420364848
83,1,0,1,0,0,0,0,75.6088638305664,63.46299362182617,163.28187561035156,203.56137084960935,1.246686872555157,0.4630572961508352,0.388671390407539
24,0,1,0,1,0,0,0,53.47203826904297,42.790794372558594,138.3758544921875,188.5821075439453,1.362825243146682,0.3864260745870366,0.3092359901197539
73,1,0,1,0,0,0,0,79.39258575439453,67.2439956665039,172.73768615722656,205.54737854003903,1.1899393995178849,0.4596135766351013,0.389283874077705
29,0,1,0,1,0,0,0,80.63569641113281,75.78160858154297,167.54229736328125,201.4441680908203,1.2023481309560282,0.481285607754863,0.4523132950554333
53,0,1,1,0,0,0,0,74.27442932128906,59.8787956237793,158.9793701171875,189.21156311035156,1.190164251945892,0.4671953931289299,0.3766450677194229
26,1,0,0,1,0,0,0,74.44175720214844,63.216670989990234,158.64720153808594,200.6394195556641,1.2646893081659385,0.4692283033071808,0.3984732814515735
81,0,1,1,0,0,0,0,80.84685516357422,70.32115173339844,166.16578674316406,193.89320373535156,1.1668659808715298,0.4865433296959983,0.4231987409182558
26,1,0,1,0,0,0,0,75.7605209350586,64.28106689453125,164.4772491455078,194.16452026367188,1.18049469621115,0.4606139835670261,0.3908204157625705
26,0,1,0,0,0,0,1,89.59539794921875,77.91291046142578,193.1099853515625,209.3988342285156,1.084350111918339,0.4639604616307523,0.4034639136841267
18,1,0,0,0,1,0,0,80.48297882080078,60.659549713134766,181.57472229003903,194.6994171142578,1.0722826099287874,0.4432499072874307,0.3340748588134422
47,1,0,0,0,0,1,0,77.07441711425781,66.91055297851562,171.2728271484375,186.47938537597656,1.0887855854353357,0.4500096039604666,0.3906664827837872
34,1,0,1,0,0,0,0,87.49210357666016,76.40953063964844,171.8516082763672,202.80465698242188,1.1801149783613127,0.5091142553403264,0.4446250541732996
30,0,1,0,1,0,0,0,84.5484619140625,73.2213363647461,166.16131591796875,198.84507751464844,1.1966989814453273,0.508833608153433,0.4406641579613772
1,1,0,1,0,0,0,0,83.63845825195312,67.10073852539062,193.89463806152344,190.19635009765625,0.9809263010011978,0.4313603464651475,0.3460680460080558
28,0,1,0,0,0,1,0,84.98560333251953,75.21318817138672,187.0657958984375,191.8876953125,1.025776488913454,0.4543086186566156,0.4020680948655186
13,0,1,1,0,0,0,0,78.43988037109375,66.53809356689453,163.05728149414062,189.1426544189453,1.159976743668096,0.4810572067210162,0.4080657604320819
16,0,1,0,0,0,0,1,83.09580993652344,75.34758758544922,169.44784545898438,201.9123382568359,1.1915898824792654,0.4903916583385367,0.4446653622614956
31,0,1,0,0,0,0,1,72.92843627929688,63.47416687011719,149.8459014892578,200.84410095214844,1.3403376332354782,0.4866895627740942,0.4235962828430615
26,1,0,1,0,0,0,0,77.44200897216797,58.45912170410156,160.92095947265625,182.5582733154297,1.1344592644344136,0.4812425256843372,0.3632784809118352
22,0,1,0,0,1,0,0,74.4358139038086,62.71793746948242,162.27572631835938,191.20518493652344,1.178273481034428,0.4586996194229152,0.3864899507301524
36,0,1,1,0,0,0,0,86.66228485107422,72.54854583740234,182.0054626464844,201.7344512939453,1.1083977830147946,0.4761521087935773,0.3986064197332138
30,1,0,0,1,0,0,0,75.50527954101562,69.91434478759766,155.76817321777344,201.56643676757812,1.294015539912482,0.4847285423027631,0.4488358779803697
26,0,1,0,0,0,1,0,84.2821273803711,73.74180603027344,183.3970489501953,194.7895965576172,1.0621195797458862,0.4595609791041915,0.4020882912368961
14,1,0,0,1,0,0,0,76.55912017822266,65.4495620727539,158.6125030517578,179.30099487304688,1.130434180302533,0.4826802345666292,0.4126381011173921
14,0,1,0,1,0,0,0,81.34778594970703,65.5439682006836,185.97267150878903,197.7634124755859,1.0634003957201832,0.4374179565725201,0.3524387087034236
28,0,1,1,0,0,0,0,77.83660125732422,64.4037857055664,159.7469024658203,193.39157104492188,1.2106123377653613,0.4872495181806624,0.4031614053946764
56,0,1,1,0,0,0,0,78.98674774169922,66.27708435058594,161.68414306640625,190.14010620117188,1.1759972412574702,0.4885250108247047,0.4099170338761351
26,1,0,0,0,1,0,0,72.73516845703125,62.72303009033203,159.84458923339844,196.26890563964844,1.2278733148299736,0.455036787956747,0.3924000830503337
32,1,0,0,0,1,0,0,82.64482116699219,70.57135772705078,183.7188415527344,192.2589569091797,1.0464847006668825,0.449844014193122,0.3841269470817672
26,1,0,0,0,0,0,1,70.81761932373047,60.86808395385742,161.80325317382812,197.3887176513672,1.2199304635692891,0.4376773515650506,0.3761857858844516
2,0,1,0,0,0,1,0,86.11622619628906,70.41341400146484,187.2108917236328,197.13914489746097,1.0530324549091117,0.4599958122277245,0.3761181486460283
27,1,0,0,0,0,1,0,81.59319305419922,74.0633316040039,173.13525390625,198.22120666503903,1.1448922284329954,0.4712685095225069,0.4277773008847061
30,0,1,0,0,0,0,1,66.99873352050781,54.78840255737305,153.8972625732422,182.2713623046875,1.184370399167702,0.4353471426343404,0.3560063489192887
32,1,0,1,0,0,0,0,75.58097839355469,59.45629119873047,158.9871826171875,201.3424835205078,1.266407016000178,0.4753903877618868,0.3739690849286292
28,1,0,0,0,0,1,0,78.3502426147461,61.99517822265625,174.12667846679688,186.88233947753903,1.073255064204159,0.4499611622103399,0.3560349210616667
18,1,0,0,0,0,0,1,81.86708068847656,69.6451416015625,164.0347900390625,195.73953247070312,1.1932805987320776,0.4990836435915887,0.4245754305228636
8,0,1,0,0,0,1,0,76.3146743774414,63.186798095703125,167.06161499023438,182.2260284423828,1.0907713806851136,0.4568055587269547,0.3782245137483959
29,0,1,0,0,0,0,1,80.27670288085938,67.82489013671875,175.48208618164062,192.0914001464844,1.0946496267867,0.4574638051531104,0.386506062314039
26,0,1,0,0,0,0,1,68.4335708618164,52.485801696777344,147.36920166015625,188.3310546875,1.2779539589405164,0.4643681996705732,0.356151767842329
60,1,0,0,1,0,0,0,82.89839935302734,74.35192108154297,165.3859100341797,188.0746154785156,1.137186447380233,0.5012422118419583,0.4495662361211843
2,1,0,0,0,1,0,0,83.21688079833984,65.77651977539062,187.70457458496097,196.1117706298828,1.0447895106632925,0.4433396521227205,0.3504257683694231
5,0,1,0,0,1,0,0,77.599365234375,61.51765441894531,178.82374572753906,200.5267333984375,1.1213652447699296,0.4339432938207636,0.34401278291461
26,1,0,0,1,0,0,0,79.28302764892578,66.43202209472656,165.04263305664062,194.9412384033203,1.1811568610664305,0.480379076488175,0.4025143132073511
16,1,0,1,0,0,0,0,65.91595458984375,54.48399353027344,150.3821563720703,182.61830139160156,1.2143615027023134,0.4383229778056698,0.3623035793918996
18,0,1,0,1,0,0,0,62.12003707885742,45.92386245727539,150.15301513671875,199.5140380859375,1.3287381402516232,0.4137115529934267,0.3058470881551087
3,0,1,0,0,1,0,0,82.9380111694336,67.06383514404297,194.916015625,190.48426818847656,0.9772632976191667,0.4255063951696944,0.3440652884731004
5,1,0,1,0,0,0,0,85.70494842529297,71.15143585205078,186.3310546875,196.29421997070312,1.053470235006787,0.459960625291531,0.3818549515075758
96,0,1,0,0,1,0,0,77.67816162109375,64.17387390136719,167.1400146484375,198.26119995117188,1.186198292301187,0.4647490416013309,0.3839527837564845
1,1,0,0,0,0,1,0,76.39523315429688,55.51749420166016,180.61700439453125,183.69830322265625,1.017059849035002,0.4229681109505212,0.3073768961442322
16,0,1,0,0,0,1,0,73.97599029541016,61.41501235961914,160.96128845214844,187.8984375,1.167351723553453,0.4595887061217343,0.3815514460042172
61,0,1,1,0,0,0,0,77.53695678710938,68.0796890258789,159.90176391601562,198.26611328125,1.2399244912981966,0.4849036989225066,0.4257594623010916
24,0,1,0,1,0,0,0,84.88372802734375,71.65144348144531,176.0782928466797,202.41146850585935,1.1495537878829236,0.4820794582626737,0.4069294535007552
50,1,0,1,0,0,0,0,79.6203842163086,66.46734619140625,165.79222106933594,201.40182495117188,1.2147845275982136,0.4802419781987875,0.4009075079801781
25,1,0,0,0,0,0,1,75.88009643554688,63.92067337036133,161.3614959716797,198.20681762695312,1.228340233420618,0.470249088722284,0.3961333711332222
18,0,1,1,0,0,0,0,77.10700225830078,63.287296295166016,167.8940887451172,202.08639526367188,1.2036540224502044,0.459259779987598,0.3769477339446031
60,1,0,0,0,1,0,0,72.91040802001953,62.70899200439453,161.957275390625,192.63137817382812,1.1893962633615576,0.4501829747639728,0.3871946589194379
37,0,1,1,0,0,0,0,76.91731262207031,66.1110610961914,163.81787109375,189.05242919921875,1.1540403250084204,0.4695294360042802,0.4035644014587227
1,1,0,1,0,0,0,0,83.0363998413086,67.34426879882812,185.87648010253903,189.41258239746097,1.0190239361804745,0.4467289233984926,0.362306563808813
69,0,1,0,0,1,0,0,79.01795196533203,74.73527526855469,163.41664123535156,184.53379821777344,1.129222806335917,0.4835367522425755,0.4573296495607289
54,1,0,0,0,0,1,0,77.51536560058594,61.4559326171875,176.2215576171875,199.1577911376953,1.130155662171214,0.4398744776105962,0.3487424208943293
21,0,1,0,0,0,1,0,70.54435729980469,58.58339309692383,160.45494079589844,188.0125274658203,1.1717465759123966,0.4396521350472989,0.3651080658927353
22,0,1,0,0,0,1,0,77.85501098632812,73.49002075195312,157.2145233154297,199.78659057617188,1.2707896596507633,0.4952151324475447,0.4674505840946089
1,1,0,0,0,0,1,0,81.66793060302734,56.38883209228515,196.04396057128903,191.16879272460935,0.9751322722083708,0.4165796812359837,0.2876336099717799
36,1,0,0,0,0,1,0,91.23332214355467,78.63823699951172,173.4585418701172,201.29931640625,1.1605039119778806,0.5259661539866318,0.4533546526546654
40,1,0,0,0,0,0,1,77.20278930664062,63.73210906982422,168.11734008789062,196.50880432128903,1.1688788569849815,0.4592196692279304,0.3790930134661034
27,0,1,0,0,0,1,0,77.37940216064453,73.53783416748047,160.44654846191406,200.86306762695312,1.2519002094621745,0.4822752680093485,0.4583322911738203
36,0,1,0,1,0,0,0,68.44882202148438,57.56826400756836,159.47824096679688,201.14535522460935,1.261271468792332,0.4292047718016611,0.360978799732021
70,1,0,1,0,0,0,0,78.28297424316406,71.35838317871094,166.34432983398438,195.0015563964844,1.1722765458317734,0.4706080112336401,0.4289799553127438
4,0,1,0,0,0,1,0,74.63185119628906,54.586692810058594,171.48045349121094,182.17190551757812,1.0623479341738222,0.4352207477694491,0.3183260348262164
68,0,1,1,0,0,0,0,90.1161117553711,77.25028991699219,170.93545532226562,201.21109008789065,1.1771173494027098,0.5271937971293004,0.4519266630281691
44,0,1,1,0,0,0,0,79.06375885009766,71.37629699707031,160.1437530517578,190.587890625,1.190105058693128,0.4937049203820305,0.4457014128674865
35,1,0,1,0,0,0,0,82.3210678100586,75.16998291015625,167.1494140625,198.00865173339844,1.1846206751245902,0.4924998886282506,0.4497172983331483
38,1,0,0,1,0,0,0,77.50078582763672,66.80264282226562,159.56553649902344,200.4841766357422,1.256437831341915,0.4856987763652274,0.4186533275791321
27,1,0,1,0,0,0,0,82.89208221435547,70.1856689453125,178.58132934570312,205.29920959472656,1.149611834265732,0.4641699248071475,0.3930179554741972
32,1,0,1,0,0,0,0,81.81317901611328,69.99860382080078,161.98329162597656,199.73590087890625,1.2330648357245475,0.5050717156990607,0.4321347166004584
35,1,0,0,0,0,0,1,84.2052993774414,71.06014251708984,180.05262756347656,192.5993194580078,1.0696834701293545,0.4676704834410444,0.3946631797530307
34,1,0,1,0,0,0,0,77.68682098388672,66.15704345703125,164.17727661132812,197.152099609375,1.2008488852943466,0.4731886323574597,0.4029610237332104
27,1,0,0,0,1,0,0,86.83280944824219,75.26691436767578,190.6597442626953,200.7890625,1.0531277238227503,0.4554333678776049,0.3947708765620252
27,1,0,1,0,0,0,0,63.68539047241211,49.49504852294922,145.68106079101562,198.6725616455078,1.3637501029080936,0.437156279111469,0.3397493693016934
59,1,0,1,0,0,0,0,71.9142837524414,61.56331634521485,156.3197021484375,197.16619873046875,1.2613010133760645,0.4600461922845356,0.3938295397131436
53,1,0,1,0,0,0,0,82.37633514404297,72.8821029663086,165.142578125,204.16900634765625,1.2363196013151514,0.4988194811981833,0.4413283587660994
35,1,0,0,0,0,0,1,70.96805572509766,60.92682266235352,158.01705932617188,200.88601684570312,1.271293224303352,0.4491164183647318,0.3855711713796106
2,0,1,0,0,0,0,1,82.57893371582031,58.17219924926758,189.63482666015625,189.30320739746097,0.9982512744703294,0.4354629113765567,0.3067590498738806
24,1,0,0,1,0,0,0,76.3094482421875,57.493385314941406,169.81593322753906,188.3123321533203,1.1089202795888278,0.4493656560479472,0.3385629618035023
83,0,1,1,0,0,0,0,70.64704895019531,59.703346252441406,157.4298553466797,195.12242126464844,1.2394245096329737,0.4487525494743161,0.3792377635167572
35,1,0,0,1,0,0,0,79.52459716796875,62.45323181152344,180.79017639160156,189.8905334472656,1.0503365682654802,0.4398723357386081,0.345445936599156
